Precision,Network Name,Data Format,Input Shape,Kernel Shape,Stride Size,Batch Size,Pass,Invocations,CUDA Time Avg,TC Time Avg,FP32 FLOPs Avg,FP16 FLOPs Avg,TC FLOPs Avg,FLOPs Avg,FP32 FLOPs Fraction Avg,FP16 FLOPs Fraction Avg,TC FLOPs Fraction Avg,Shared Transactions Avg,L1 Atomic Transactions Avg,Local Transactions Avg,Global Transactions Avg,L1 Transactions Avg,L1 Bytes Avg,L2 Transactions Avg,L2 Bytes Avg,DRAM Transactions Avg,DRAM Bytes Avg,Performance GFlop/s,FP32 Performance GFlop/s,FP16 Performance GFlop/s,TC Performance GFlop/s,L1 AI,FP32 L1 AI,FP16 L1 AI,TC L1 AI,L2 AI,FP32 L2 AI,FP16 L2 AI,TC L2 AI,DRAM AI,FP32 DRAM AI,FP16 DRAM AI,TC DRAM AI
FP16,ResNet50-2,NHWC,112x112x64,9x9x64x64,3,16,backward,540.0,0.1171084717704707,0.023967402374395784,617192799760.0,10360045340.0,2026415012048.8696,2653967857148.8696,0.23255473803026533,0.003903606184262416,0.7635416557854723,1658778000.0,27160883.0,1639356.0,1637119001.0,3324697240.0,106390311680.0,7.747632510977358e+20,2.4792424035127545e+22,408661726.0,13077175232.0,22662.475370275275,5270.266022851706,88.46537900610124,84548.79591847947,24.945578363671448,5.801212441377068,0.09737771397043059,19.04698820832395,1.070475340930178e-10,2.489441124778765e-11,4.178714160955461e-13,8.173525142913459e-11,202.94656988724748,47.196186394269766,0.7922234852867038,154.958160007691
FP16,ResNet50-2,NHWC,112x112x64,9x9x64x64,3,16,forward,140.0,0.01365915547862202,0.008445207272727273,59637760.0,530636820.0,489822021818.1818,490412296398.1818,0.0001216073912461162,0.0010820218495687119,0.9987963707591851,100121840.0,0.0,1638204.0,324294383.0,426054427.0,13633741664.0,331339131.0,10602852192.0,225808939.0,7225886048.0,35903.55913041091,4.366138162299947,38.848435456386824,57999.99999999999,35.97048473443789,0.004374276810413239,0.0389208504222396,35.927189607205236,46.25286550426542,0.005624690311631197,0.05004661108077814,46.197194202873014,67.86881126279586,0.008253349084643632,0.07343553669060018,67.78712237702061
FP16,VGG-1,NHWC,224x224x3,3x3x3x64,1,16,backward,360.0,0.3721847520573728,0.0,1513784832000.0,23413488660.0,0.0,1537198320660.0,0.9847687261003855,0.015231273899614565,0.0,3371874240.0,15680.0,1638404.0,19805854198.0,23179382522.0,741740240704.0,3545475741.0,113455223712.0,696636879.0,22292380128.0,4130.2023045346,4067.2940619734145,62.90824256118579,,2.0724213630381105,2.0408557456222645,0.03156561741584602,0.0,13.548942660957556,13.342575004238338,0.20636765671921714,0.0,68.95622234295323,67.90593123336498,1.0502911095882421,0.0
FP16,VGG-1,NHWC,224x224x3,3x3x3x64,1,16,forward,120.0,0.014350701806195668,0.0,66794291200.0,971333140.0,0.0,67765624340.0,0.9856662850898188,0.014333714910181258,0.0,192675840.0,0.0,1639268.0,459612558.0,653927666.0,20925685312.0,342196971.0,10950303072.0,124580338.0,3986570816.0,4722.112218284918,4654.426807974138,67.68541031077962,,3.2383945055858825,3.191976281976117,0.04641822360976543,0.0,6.188470208945829,6.09976644124065,0.08870376770517936,0.0,16.99847499711391,16.754823702597434,0.243651294516475,0.0
FP16,VGG-2,NHWC,224x224x64,3x3x64x128,2,16,backward,600.0,0.18894048671714123,0.06777957946085164,7860428800.0,4209090580.0,4864146126837.271,4876215646217.271,0.0016119936791757219,0.000863187948479105,0.9975248183723452,1060778560.0,182880.0,1638344.0,4736539781.0,5799139565.0,185572466080.0,4413603326.0,141235306432.0,2035067447.0,65122158304.0,25808.209404675395,41.602670431180165,22.2773353299409,71764.18274543474,26.276611769092632,0.04235773208193171,0.022681654605944977,26.211572382404757,34.525472202412814,0.055654842960846544,0.029801971520673085,34.44001538793129,74.87797968019373,0.12070282995392044,0.06463376966640653,74.6926430805734
FP16,VGG-2,NHWC,224x224x64,3x3x64x128,2,16,forward,160.0,0.04490052666998397,0.009417254015481522,1027604480.0,2132541460.0,730684739061.2114,733844885001.2114,0.00140030202703982,0.0029059839532661995,0.995693714019694,100352000.0,0.0,1638380.0,925264685.0,1027255065.0,32872162080.0,948818911.0,30362205152.0,655222304.0,20967113728.0,16343.792365620227,22.88624557909594,47.494798350007,77590.00000000001,22.3242049979942,0.03126062951074376,0.06487378149359624,22.228070586989862,24.169683372054816,0.03384485661879899,0.07023671203471618,24.0656018034013,34.99980467131329,0.04901029742723777,0.1017088707422878,34.84908550314376
FP16,VGG-3,NHWC,112x112x128,3x3x128x256,2,16,backward,600.0,0.1286095939856544,0.0667686438121298,4832706560.0,2130657300.0,4910967440274.638,4917930804134.638,0.000982670711010617,0.00043324263493270355,0.9985840866540566,1050487680.0,362880.0,1638488.0,4057868747.0,5110357795.0,163531449440.0,3601558655.0,115249876960.0,1225735863.0,39223547616.0,38239.221909706066,37.57656338250362,16.566861257937422,73552.00225562268,30.073302847713315,0.029552153891800055,0.013029036966872493,30.03072165685464,42.67189635127779,0.041932422727681495,0.018487284812802807,42.6114766437373,125.3821008818826,0.12320931822160448,0.05432087175946487,125.20457069190152
FP16,VGG-3,NHWC,112x112x128,3x3x128x256,2,16,forward,160.0,0.026461694446523923,0.0083786372317025,513802240.0,1072824340.0,722898347054.7521,724484973634.7521,0.0007091965447154085,0.0014808096496710264,0.9978099938056135,97717760.0,0.0,1638396.0,649228954.0,748585110.0,23954723520.0,658900062.0,21084801984.0,381809678.0,12217909696.0,27378.631217243244,19.416830658306328,40.54254130127819,86278.75,30.24392967966729,0.02144889042743583,0.04478550291362327,30.17769528632623,34.360530119491784,0.024368369235333295,0.050881404568755374,34.285280345687696,59.29696581993399,0.04205320327160487,0.08780751918237127,59.16710509748001
FP32,ResNet50-1,NHWC,224x224x3,7x7x3x64,2,16,backward,660.0,0.09558735423316835,0.0,474431232020.0,0.0,0.0,474431232020.0,1.0,0.0,0.0,1015716480.0,377239300.0,1642124.0,1885780759.0,3280378663.0,104972117216.0,3096570531.0,99090256992.0,865261795.0,27688377440.0,4963.326329366847,4963.326329366847,0.0,,4.5195928652536175,4.5195928652536175,0.0,0.0,4.78786962938549,4.78786962938549,0.0,0.0,17.134670785533757,17.134670785533757,0.0,0.0
FP32,ResNet50-1,NHWC,224x224x3,7x7x3x64,2,16,forward,200.0,0.01301437172916966,0.0,78769356820.0,0.0,0.0,78769356820.0,1.0,0.0,0.0,145046400.0,0.0,1641368.0,389694425.0,536382193.0,17164230176.0,206402772.0,6604888704.0,161008654.0,5152276928.0,6052.490159279138,6052.490159279138,0.0,,4.589157568519431,4.589157568519431,0.0,0.0,11.925917354564405,11.925917354564405,0.0,0.0,15.288261465902323,15.288261465902323,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x128,1,16,backward,820.0,0.2310832781783707,0.0,1093602672660.0,0.0,0.0,1093602672660.0,1.0,0.0,0.0,1981582080.0,0.0,1638400.0,4621325107.0,6604545587.0,211345458784.0,4559638579.0,145908434528.0,3955236578.0,126567570496.0,4732.504581382387,4732.504581382387,0.0,,5.174479162940934,5.174479162940934,0.0,0.0,7.495129916222467,7.495129916222467,0.0,0.0,8.64046507627767,8.64046507627767,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x128,1,16,forward,220.0,0.04602486637788949,0.0,162516336660.0,0.0,0.0,162516336660.0,1.0,0.0,0.0,330563840.0,0.0,1638400.0,1003363078.0,1335565318.0,42738090176.0,991201930.0,31718461760.0,894027966.0,28608894912.0,3531.055045888703,3531.055045888703,0.0,,3.802611113195289,3.802611113195289,0.0,0.0,5.123714317853477,5.123714317853477,0.0,0.0,5.680622658089199,5.680622658089199,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x128,2,16,backward,680.0,0.15262136047068556,0.0,748442091540.0,0.0,0.0,748442091540.0,1.0,0.0,0.0,1424625280.0,568946600.0,1638404.0,2008913820.0,4004124104.0,128131971328.0,4742983661.0,151775477152.0,1469620070.0,47027842240.0,4903.914427389444,4903.914427389444,0.0,,5.841181430230964,5.841181430230964,0.0,0.0,4.931245189171441,4.931245189171441,0.0,0.0,15.91487203942785,15.91487203942785,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x128,2,16,forward,180.0,0.03136805429909479,0.0,148887306260.0,0.0,0.0,148887306260.0,1.0,0.0,0.0,295342720.0,0.0,1638400.0,560884518.0,857865638.0,27451700416.0,575723452.0,18423150464.0,398471946.0,12751102272.0,4746.462909058932,4746.462909058932,0.0,,5.423609612657081,5.423609612657081,0.0,0.0,8.081533424532097,8.081533424532097,0.0,0.0,11.676426326447082,11.676426326447082,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x128,3,16,backward,580.0,0.07686302165281607,0.0,351488573460.0,0.0,0.0,351488573460.0,1.0,0.0,0.0,631331840.0,308766320.0,1638400.0,1108851837.0,2050588397.0,65618828704.0,2326554381.0,74449740192.0,962239383.0,30791660256.0,4572.921619548668,4572.921619548668,0.0,,5.356520078185637,5.356520078185637,0.0,0.0,4.721152452023858,4.721152452023858,0.0,0.0,11.415057536285646,11.415057536285646,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x128,3,16,forward,160.0,0.01896559086657263,0.0,68979425300.0,0.0,0.0,68979425300.0,1.0,0.0,0.0,219407360.0,0.0,1638400.0,685016732.0,906062492.0,28993999744.0,516142081.0,16516546592.0,391119462.0,12515822784.0,3637.0828510056135,3637.0828510056135,0.0,,2.379093119578114,2.379093119578114,0.0,0.0,4.176383054155586,4.176383054155586,0.0,0.0,5.5113775970191945,5.5113775970191945,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x256,1,16,backward,820.0,0.38040981167355353,0.0,2164777615380.0,0.0,0.0,2164777615380.0,1.0,0.0,0.0,3718744320.0,0.0,1638404.0,7937468599.0,11657851323.0,373051242336.0,7842527903.0,250960892896.0,6561713065.0,209974818080.0,5690.646110983308,5690.646110983308,0.0,,5.802896143233392,5.802896143233392,0.0,0.0,8.625955982221898,8.625955982221898,0.0,0.0,10.309701111660084,10.309701111660084,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x256,1,16,forward,220.0,0.07040853298543037,0.0,320395345940.0,0.0,0.0,320395345940.0,1.0,0.0,0.0,625000960.0,0.0,1638400.0,1627840771.0,2254480131.0,72143364192.0,1611399383.0,51564780256.0,1416189449.0,45318062368.0,4550.518699293158,4550.518699293158,0.0,,4.441092393297743,4.441092393297743,0.0,0.0,6.213453142810965,6.213453142810965,0.0,0.0,7.0699259676697395,7.0699259676697395,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x256,2,16,backward,680.0,0.22009362155190185,0.0,1494944317460.0,0.0,0.0,1494944317460.0,1.0,0.0,0.0,2442904960.0,610232040.0,1638400.0,2619428349.0,5674203749.0,181574519968.0,6182151967.0,197828862944.0,1837046378.0,58785484096.0,6792.310958032314,6792.310958032314,0.0,,8.233227424880226,8.233227424880226,0.0,0.0,7.556755345063972,7.556755345063972,0.0,0.0,25.43050109136929,25.43050109136929,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x256,2,16,forward,200.0,0.0404132483618731,0.0,297247703060.0,0.0,0.0,297247703060.0,1.0,0.0,0.0,449257600.0,0.0,1638400.0,1185030679.0,1635926679.0,52349653728.0,704430684.0,22541781888.0,537372485.0,17195919520.0,7355.204422033819,7355.204422033819,0.0,,5.678121666371455,5.678121666371455,0.0,0.0,13.186522012185659,13.186522012185659,0.0,0.0,17.285944070294182,17.285944070294182,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x256,3,16,backward,560.0,0.116836915151542,0.0,701183098900.0,0.0,0.0,701183098900.0,1.0,0.0,0.0,1089018880.0,326463900.0,1638400.0,1238019992.0,2655141172.0,84964517504.0,3059134083.0,97892290656.0,1138056609.0,36417811488.0,6001.3831928936015,6001.3831928936015,0.0,,8.252657927081025,8.252657927081025,0.0,0.0,7.162802036822327,7.162802036822327,0.0,0.0,19.253850526714,19.253850526714,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x256,3,16,forward,180.0,0.023251975408775147,0.0,137671475220.0,0.0,0.0,137671475220.0,1.0,0.0,0.0,216279040.0,0.0,1638444.0,746393042.0,964310526.0,30857936832.0,477768556.0,15288593792.0,400527316.0,12816874112.0,5920.850714818994,5920.850714818994,0.0,,4.461460789472913,4.461460789472913,0.0,0.0,9.004848784198765,9.004848784198765,0.0,0.0,10.741423690126044,10.741423690126044,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x512,1,16,backward,820.0,0.7609494256690336,0.0,4307127500820.0,0.0,0.0,4307127500820.0,1.0,0.0,0.0,7193068800.0,0.0,1638412.0,14568771382.0,21763478594.0,696431315008.0,14415182407.0,461285837024.0,11859631215.0,379508198880.0,5660.202052236435,5660.202052236435,0.0,,6.184568970409557,6.184568970409557,0.0,0.0,9.337220341746384,9.337220341746384,0.0,0.0,11.349234386848934,11.349234386848934,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x512,1,16,forward,220.0,0.1328592691131466,0.0,636153364500.0,0.0,0.0,636153364500.0,1.0,0.0,0.0,1213875200.0,0.0,1638440.0,2876241525.0,4091755165.0,130936165280.0,2866693459.0,91734190688.0,2466701754.0,78934456128.0,4788.1745003296255,4788.1745003296255,0.0,,4.858500041906833,4.858500041906833,0.0,0.0,6.934746572994151,6.934746572994151,0.0,0.0,8.059260755131,8.059260755131,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x512,2,16,backward,680.0,0.3659642118776609,0.0,2987948769300.0,0.0,0.0,2987948769300.0,1.0,0.0,0.0,4804604800.0,692806740.0,1638672.0,4329539010.0,9828589222.0,314514855104.0,9134061122.0,292289955904.0,2625828717.0,84026518944.0,8164.592799852377,8164.592799852377,0.0,,9.500183284862588,9.500183284862588,0.0,0.0,10.222550275663133,10.222550275663133,0.0,0.0,35.559592457844616,35.559592457844616,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x512,2,16,forward,200.0,0.06654650855490227,0.0,593711595540.0,0.0,0.0,593711595540.0,1.0,0.0,0.0,882151040.0,0.0,1638428.0,2068073414.0,2951862882.0,94459612224.0,1104263005.0,35336416160.0,776237292.0,24839593344.0,8921.754250265067,8921.754250265067,0.0,,6.2853486433131005,6.2853486433131005,0.0,0.0,16.801692419846123,16.801692419846123,0.0,0.0,23.901824289865477,23.901824289865477,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x512,3,16,backward,580.0,0.18113873938815606,0.0,1402061455380.0,0.0,0.0,1402061455380.0,1.0,0.0,0.0,1984225280.0,361851340.0,1638488.0,2354551766.0,4702266874.0,150472539968.0,4471375548.0,143084017536.0,1602430574.0,51277778368.0,7740.262851093217,7740.262851093217,0.0,,9.31772305882633,9.31772305882633,0.0,0.0,9.798868381838949,9.798868381838949,0.0,0.0,27.3424766049334,27.3424766049334,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x512,3,16,forward,180.0,0.03494388932449534,0.0,274559139860.0,0.0,0.0,274559139860.0,1.0,0.0,0.0,416501760.0,0.0,1638400.0,1263533949.0,1681674109.0,53813571488.0,729912271.0,23357192672.0,573814885.0,18362076320.0,7857.143127669438,7857.143127669438,0.0,,5.102042705365217,5.102042705365217,0.0,0.0,11.754800489749542,11.754800489749542,0.0,0.0,14.952510548109954,14.952510548109954,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x64,1,16,backward,740.0,0.1621973782574348,0.0,671176376340.0,0.0,0.0,671176376340.0,1.0,0.0,0.0,1583212800.0,0.0,1638428.0,2999829584.0,4584680812.0,146709785984.0,2968520036.0,94992641152.0,2221049157.0,71073573024.0,4138.022349995874,4138.022349995874,0.0,,4.574857579120167,4.574857579120167,0.0,0.0,7.065561797213688,7.065561797213688,0.0,0.0,9.443402769597053,9.443402769597053,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x64,1,16,forward,180.0,0.02734412008067747,0.0,140157419540.0,0.0,0.0,140157419540.0,1.0,0.0,0.0,423531520.0,0.0,1638572.0,730153871.0,1155323963.0,36970366816.0,725932170.0,23229829440.0,427885980.0,13692351360.0,5125.687684462783,5125.687684462783,0.0,,3.7910746257281605,3.7910746257281605,0.0,0.0,6.033510487109284,6.033510487109284,0.0,0.0,10.236183388446147,10.236183388446147,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x64,2,16,backward,680.0,0.12181233056546098,0.0,375190978580.0,0.0,0.0,375190978580.0,1.0,0.0,0.0,807105280.0,548300000.0,1638400.0,2196591384.0,3553635064.0,113716322048.0,4153243999.0,132903807968.0,1362510735.0,43600343520.0,3080.073887744684,3080.073887744684,0.0,,3.299359070210086,3.299359070210086,0.0,0.0,2.8230265506789456,2.8230265506789456,0.0,0.0,8.60522987411545,8.60522987411545,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x64,2,16,forward,180.0,0.02436695125795378,0.0,74835558420.0,0.0,0.0,74835558420.0,1.0,0.0,0.0,237138560.0,0.0,1638512.0,675398890.0,914175962.0,29253630784.0,555246000.0,17767872000.0,410841315.0,13146922080.0,3071.1908776676532,3071.1908776676532,0.0,,2.558163086577636,2.558163086577636,0.0,0.0,4.211847002274667,4.211847002274667,0.0,0.0,5.69224933141157,5.69224933141157,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x64,2,32,backward,680.0,0.23441543178260435,0.0,750368849940.0,0.0,0.0,750368849940.0,1.0,0.0,0.0,1614210560.0,1096611820.0,1638400.0,4388458717.0,7100919497.0,227229423904.0,8299500397.0,265584012704.0,2747981041.0,87935393312.0,3201.0215549114882,3201.0215549114882,0.0,,3.302252133759826,3.302252133759826,0.0,0.0,2.8253539898740243,2.8253539898740243,0.0,0.0,8.533183530295323,8.533183530295323,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x64,2,32,forward,200.0,0.04289691420777236,0.0,149786460180.0,0.0,0.0,149786460180.0,1.0,0.0,0.0,249175040.0,0.0,1638400.0,1045493851.0,1296307291.0,41481833312.0,801388329.0,25644426528.0,714759919.0,22872317408.0,3491.777041455831,3491.777041455831,0.0,,3.6108929673720396,3.6108929673720396,0.0,0.0,5.840897241997394,5.840897241997394,0.0,0.0,6.54880996569283,6.54880996569283,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x64,2,64,backward,680.0,0.4734084776185071,0.0,1500724592660.0,0.0,0.0,1500724592660.0,1.0,0.0,0.0,3228421120.0,2193223160.0,1638400.0,8772437013.0,14195719693.0,454263030176.0,16596376957.0,531084062624.0,5538430363.0,177229771616.0,3170.0416524212487,3170.0416524212487,0.0,,3.303646770635414,3.303646770635414,0.0,0.0,2.825775989671322,2.825775989671322,0.0,0.0,8.46767774384762,8.46767774384762,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x64,2,64,forward,200.0,0.0858294294645221,0.0,299559813140.0,0.0,0.0,299559813140.0,1.0,0.0,0.0,498350080.0,0.0,1638400.0,2088786545.0,2588775025.0,82840800800.0,1606154991.0,51396959712.0,1428300353.0,45705611296.0,3490.175980533858,3490.175980533858,0.0,,3.616090262855112,3.616090262855112,0.0,0.0,5.8283566735963905,5.8283566735963905,0.0,0.0,6.554114574684979,6.554114574684979,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x64,3,16,backward,560.0,0.06258099321894597,0.0,176268984340.0,0.0,0.0,176268984340.0,1.0,0.0,0.0,432448000.0,299933100.0,1638432.0,1250418374.0,1984437906.0,63502012992.0,2147812115.0,68729987680.0,936663526.0,29973232832.0,2816.653671879336,2816.653671879336,0.0,,2.7758015224211303,2.7758015224211303,0.0,0.0,2.5646590417081243,2.5646590417081243,0.0,0.0,5.880879961397151,5.880879961397151,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,3x3x64x64,3,16,forward,160.0,0.014687741635873056,0.0,34881617940.0,0.0,0.0,34881617940.0,1.0,0.0,0.0,117731840.0,0.0,1638400.0,457067414.0,576437654.0,18446004928.0,367087133.0,11746788256.0,308367076.0,9867746432.0,2374.8795972013704,2374.8795972013704,0.0,,1.8910120688004188,1.8910120688004188,0.0,0.0,2.9694600072648147,2.9694600072648147,0.0,0.0,3.534912270027816,3.534912270027816,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,7x7x64x64,1,16,backward,1280.0,0.39220510225649396,0.0,809316024340.0,0.0,0.0,809316024340.0,1.0,0.0,0.0,2541404160.0,0.0,1638400.0,10411351033.0,12954393593.0,414540594976.0,9316551923.0,298129661536.0,7992656148.0,255764996736.0,2063.5020291263936,2063.5020291263936,0.0,,1.952320313495125,1.952320313495125,0.0,0.0,2.7146444274290125,2.7146444274290125,0.0,0.0,3.164295484793699,3.164295484793699,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,7x7x64x64,1,16,forward,280.0,0.07679286668855913,0.0,159020482580.0,0.0,0.0,159020482580.0,1.0,0.0,0.0,401981440.0,0.0,1638400.0,2287103380.0,2690723220.0,86103143040.0,1991306651.0,63721812832.0,1600780516.0,51224976512.0,2070.771536956979,2070.771536956979,0.0,,1.8468603696165375,1.8468603696165375,0.0,0.0,2.4955423506115735,2.4955423506115735,0.0,0.0,3.1043544264534266,3.1043544264534266,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,7x7x64x64,2,16,backward,680.0,0.35789744639117377,0.0,2038524149780.0,0.0,0.0,2038524149780.0,1.0,0.0,0.0,3922679680.0,1965662280.0,1638400.0,5418863675.0,11308844035.0,361883009120.0,12939666695.0,414069334240.0,1295525250.0,41456808000.0,5695.8331788485,5695.8331788485,0.0,,5.633102683480859,5.633102683480859,0.0,0.0,4.923146877132526,4.923146877132526,0.0,0.0,49.17224089659773,49.17224089659773,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,7x7x64x64,2,16,forward,200.0,0.05295365661787409,0.0,403733217300.0,0.0,0.0,403733217300.0,1.0,0.0,0.0,566293120.0,0.0,1638400.0,1393438173.0,1961369693.0,62763830176.0,575757153.0,18424228896.0,360523228.0,11536743296.0,7624.274565464532,7624.274565464532,0.0,,6.4325777468944505,6.4325777468944505,0.0,0.0,21.913167686906704,21.913167686906704,0.0,0.0,34.99542348662484,34.99542348662484,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,7x7x64x64,3,16,backward,580.0,0.17063465005479225,0.0,1079970037780.0,0.0,0.0,1079970037780.0,1.0,0.0,0.0,2692835840.0,48168960.0,1638400.0,3007927029.0,5750570229.0,184018247328.0,2716631548.0,86932209536.0,907380381.0,29036172192.0,6329.136769309236,6329.136769309236,0.0,,5.868820366792359,5.868820366792359,0.0,0.0,12.4231288212313,12.4231288212313,0.0,0.0,37.19395348115312,37.19395348115312,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,7x7x64x64,3,16,forward,180.0,0.02967767752816132,0.0,186839531540.0,0.0,0.0,186839531540.0,1.0,0.0,0.0,269990400.0,0.0,1638400.0,881950154.0,1153578954.0,36914526528.0,358975435.0,11487213920.0,274219730.0,8775031360.0,6295.625099460929,6295.625099460929,0.0,,5.061409399312776,5.061409399312776,0.0,0.0,16.264999750261463,16.264999750261463,0.0,0.0,21.292178212796724,21.292178212796724,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,9x9x64x64,1,16,backward,1280.0,0.3922573582760657,0.0,809321267220.0,0.0,0.0,809321267220.0,1.0,0.0,0.0,2541404160.0,0.0,1638400.0,10408135501.0,12951178061.0,414437697952.0,9331357998.0,298603455936.0,8010129592.0,256324146944.0,2063.2404979651396,2063.2404979651396,0.0,,1.9528176882059007,1.9528176882059007,0.0,0.0,2.7103546564225387,2.7103546564225387,0.0,0.0,3.1574132865321314,3.1574132865321314,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,9x9x64x64,1,16,forward,280.0,0.07690168965177656,0.0,159020482580.0,0.0,0.0,159020482580.0,1.0,0.0,0.0,401981440.0,0.0,1638464.0,2286797270.0,2690417174.0,86093349568.0,1980389757.0,63372472224.0,1595590827.0,51058906464.0,2067.8412047910883,2067.8412047910883,0.0,,1.8470704575665187,1.8470704575665187,0.0,0.0,2.5092990221040616,2.5092990221040616,0.0,0.0,3.114451397272291,3.114451397272291,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,9x9x64x64,2,16,backward,680.0,0.5505981239905277,0.0,3369093038100.0,0.0,0.0,3369093038100.0,1.0,0.0,0.0,6415013760.0,3290011680.0,1638400.0,7691981500.0,17398645340.0,556756650880.0,19551268917.0,625640605344.0,1295644910.0,41460637120.0,6118.969337712384,6118.969337712384,0.0,,6.05128476287597,6.05128476287597,0.0,0.0,5.3850293752074325,5.3850293752074325,0.0,0.0,81.26004017615058,81.26004017615058,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,9x9x64x64,2,16,forward,200.0,0.07959532132824154,0.0,666799964180.0,0.0,0.0,666799964180.0,1.0,0.0,0.0,919532160.0,0.0,1638400.0,2081066075.0,3002236635.0,96071572320.0,617717610.0,19766963520.0,365230800.0,11687385600.0,8377.376371535673,8377.376371535673,0.0,,6.940658387051159,6.940658387051159,0.0,0.0,33.73304976787856,33.73304976787856,0.0,0.0,57.05296180011379,57.05296180011379,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,9x9x64x64,3,16,backward,580.0,0.263569165101144,0.0,1580683427860.0,0.0,0.0,1580683427860.0,1.0,0.0,0.0,2692016640.0,1452493740.0,1638412.0,3839401318.0,7985550110.0,255537603520.0,9597917136.0,307133348352.0,893852160.0,28603269120.0,5997.224399346626,5997.224399346626,0.0,,6.185717507272019,6.185717507272019,0.0,0.0,5.146570492398654,5.146570492398654,0.0,0.0,55.26233456842013,55.26233456842013,0.0,0.0
FP32,ResNet50-2,NHWC,112x112x64,9x9x64x64,3,16,forward,180.0,0.042176346887266986,0.0,308306575380.0,0.0,0.0,308306575380.0,1.0,0.0,0.0,433093120.0,0.0,1638400.0,1293128359.0,1727859879.0,55291516128.0,406264862.0,13000475584.0,275501075.0,8816034400.0,7309.9402421947925,7309.9402421947925,0.0,,5.576019559063447,5.576019559063447,0.0,0.0,23.715022838044508,23.715022838044508,0.0,0.0,34.97111755598413,34.97111755598413,0.0,0.0
FP32,VGG-1,NHWC,224x224x3,3x3x3x64,1,16,backward,580.0,0.14738959887028033,0.0,595083271700.0,0.0,0.0,595083271700.0,1.0,0.0,0.0,1425100800.0,259148800.0,1641404.0,2892807875.0,4578698879.0,146518364128.0,3504173314.0,112133546048.0,2390158129.0,76485060128.0,4037.4848446649294,4037.4848446649294,0.0,,4.061492736706567,4.061492736706567,0.0,0.0,5.3069156614851725,5.3069156614851725,0.0,0.0,7.780385747283334,7.780385747283334,0.0,0.0
FP32,VGG-1,NHWC,224x224x3,3x3x3x64,1,16,forward,180.0,0.021347430818515985,0.0,67979509780.0,0.0,0.0,67979509780.0,1.0,0.0,0.0,236851200.0,0.0,1640956.0,554261861.0,792754017.0,25368128544.0,464531653.0,14865012896.0,439596314.0,14067082048.0,3184.4351836960655,3184.4351836960655,0.0,,2.679721117862213,2.679721117862213,0.0,0.0,4.573121480324614,4.573121480324614,0.0,0.0,4.832523870127355,4.832523870127355,0.0,0.0
